EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,AvgSatisfaction,SatGroup,AttrRisk,AttrReason,Recommendations
RM1109,35,26-35,False,Travel_Rarely,Research & Development,1,3,Medical,4,Male,2,1,Laboratory Technician,1,Single,2450,Upto 5k,1,False,19,3,2,0,3,3,3,3,0,1,2,2.5,Medium,False,,
RM1129,36,36-45,False,Travel_Frequently,Research & Development,6,4,Life Sciences,1,Male,4,2,Laboratory Technician,1,Married,5562,5k-10k,3,True,13,3,4,1,9,3,3,3,2,0,2,2.2,Medium,False,,
RM1002,37,36-45,False,Travel_Rarely,Research & Development,11,3,Medical,1,Female,3,1,Laboratory Technician,3,Single,3629,Upto 5k,4,False,18,3,1,0,8,6,3,3,2,0,2,2.0,Low,False,,
RM241,39,36-45,False,Travel_Rarely,Research & Development,1,4,Medical,3,Female,3,1,Laboratory Technician,3,Divorced,2232,Upto 5k,7,False,14,3,3,3,7,1,3,3,2,1,2,3.0,Medium,False,,
RM396,43,36-45,False,Travel_Frequently,Research & Development,21,3,Medical,4,Male,3,1,Laboratory Technician,4,Married,2258,Upto 5k,7,False,20,4,1,1,8,1,3,3,2,1,2,3.0,Medium,False,,
RM100,44,36-45,False,Non-Travel,Research & Development,23,3,Medical,2,Male,3,2,Laboratory Technician,2,Married,2042,Upto 5k,4,False,12,3,3,1,17,3,4,3,2,1,2,2.8,Medium,False,,
RM632,44,36-45,False,Travel_Rarely,Research & Development,8,4,Life Sciences,1,Male,4,1,Laboratory Technician,4,Married,2818,Upto 5k,2,True,24,4,3,1,10,2,2,3,2,0,2,2.5,Medium,False,,
RM954,44,36-45,True,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,3,1,Laboratory Technician,1,Married,2362,Upto 5k,4,False,12,3,3,0,10,4,4,3,2,1,2,2.2,Medium,False,,
RM1072,49,46-55,False,Travel_Rarely,Research & Development,3,2,Medical,3,Female,2,2,Laboratory Technician,1,Married,4789,Upto 5k,4,False,25,4,1,1,10,3,3,3,2,1,2,2.0,Low,False,,
RM184,50,46-55,False,Travel_Rarely,Research & Development,1,3,Medical,3,Male,2,1,Laboratory Technician,3,Married,3690,Upto 5k,2,False,15,3,4,1,5,2,2,3,2,0,2,3.0,Medium,False,,
RM1195,47,46-55,False,Travel_Rarely,Sales,2,4,Life Sciences,2,Female,4,4,Manager,2,Divorced,15972,15k+,6,False,14,3,3,3,29,2,3,3,2,1,2,2.5,Medium,False,,
RM493,48,46-55,False,Travel_Rarely,Research & Development,1,4,Life Sciences,4,Female,2,4,Manager,1,Married,15402,15k+,7,False,11,3,1,1,21,3,1,3,2,0,2,1.8,Low,False,,
RM106,59,55+,False,Non-Travel,Human Resources,2,4,Human Resources,3,Female,2,5,Manager,4,Married,18844,15k+,9,False,21,4,4,1,30,3,3,3,2,2,2,3.5,High,False,,
RM667,22,18-25,True,Travel_Rarely,Research & Development,3,1,Life Sciences,2,Female,3,2,Manufacturing Director,3,Married,4171,Upto 5k,0,True,19,3,1,1,4,3,4,3,2,0,2,2.5,Medium,False,,
RM740,27,26-35,False,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,3,2,Manufacturing Director,4,Married,4227,Upto 5k,0,False,18,3,2,1,4,2,3,3,2,2,2,2.5,Medium,False,,
RM455,29,26-35,False,Travel_Rarely,Research & Development,19,3,Technical Degree,4,Male,3,2,Manufacturing Director,4,Divorced,4262,Upto 5k,4,False,12,3,2,2,8,2,4,3,2,1,2,3.5,High,False,,
RM823,34,26-35,False,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,3,2,Manufacturing Director,3,Single,4033,Upto 5k,2,False,11,3,4,0,5,3,2,3,2,0,2,3.2,High,False,,
RM1346,35,26-35,False,Travel_Rarely,Research & Development,16,2,Other,4,Female,2,2,Manufacturing Director,2,Married,4788,Upto 5k,0,True,11,3,4,0,4,2,3,3,2,0,2,3.2,High,False,,
RM136,36,36-45,False,Travel_Rarely,Research & Development,6,2,Medical,2,Male,3,2,Manufacturing Director,2,Divorced,4941,Upto 5k,6,False,20,4,4,2,7,0,3,3,2,0,1,2.8,Medium,False,,
RM512,36,36-45,False,Travel_Rarely,Research & Development,9,2,Medical,2,Male,2,2,Manufacturing Director,2,Divorced,8847,5k-10k,2,True,11,3,3,1,13,2,3,3,2,0,2,2.5,Medium,False,,
RM1146,36,36-45,False,Travel_Rarely,Research & Development,12,4,Life Sciences,3,Female,3,2,Manufacturing Director,3,Married,4663,Upto 5k,9,True,12,3,2,2,7,2,3,3,2,1,1,2.8,Medium,False,,
RM1183,36,36-45,False,Non-Travel,Research & Development,1,4,Medical,4,Female,2,2,Manufacturing Director,3,Married,4374,Upto 5k,0,False,15,3,3,0,4,6,3,3,2,1,2,3.2,High,False,,
RM250,45,36-45,False,Travel_Frequently,Research & Development,7,4,Life Sciences,1,Male,4,2,Manufacturing Director,3,Married,6434,5k-10k,4,False,17,3,4,1,9,1,3,3,2,0,,2.8,Medium,False,,
RM1038,45,36-45,False,Travel_Rarely,Research & Development,29,3,Technical Degree,2,Male,3,3,Manufacturing Director,4,Married,9380,5k-10k,4,True,18,3,4,2,10,4,4,3,1,1,2,3.5,High,False,,
RM1269,53,46-55,False,Non-Travel,Research & Development,1,4,Medical,1,Female,2,4,Manufacturing Director,3,Married,12965,10k-15k,4,True,20,4,4,3,27,2,2,3,2,0,2,2.5,Medium,False,,
RM788,55,46-55,False,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Male,3,3,Manufacturing Director,2,Married,10976,10k-15k,3,False,18,3,2,1,23,4,3,3,2,1,2,2.8,Medium,False,,
RM1015,31,26-35,False,Travel_Rarely,Research & Development,8,5,Life Sciences,1,Female,3,4,Research Director,2,Single,16422,15k+,3,False,11,3,3,0,9,3,4,3,2,1,0,2.5,Medium,False,,
RM430,46,46-55,False,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,3,4,Research Director,3,Married,17861,15k+,6,False,13,3,3,0,26,2,1,3,2,0,1,2.0,Low,False,,
RM330,47,46-55,False,Travel_Rarely,Research & Development,5,5,Life Sciences,4,Male,3,5,Research Director,3,Married,18300,15k+,4,False,11,3,2,1,21,2,3,3,2,1,1,3.0,Medium,False,,
RM291,49,46-55,False,Travel_Frequently,Research & Development,10,4,Life Sciences,3,Female,3,5,Research Director,1,Single,18665,15k+,9,True,11,3,4,0,22,4,3,3,2,1,2,2.8,Medium,False,,
RM946,50,46-55,False,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Female,3,4,Research Director,1,Married,16880,15k+,4,True,11,3,2,0,25,2,3,3,2,1,2,2.5,Medium,False,,
RM275,21,18-25,False,Travel_Rarely,Research & Development,3,2,Medical,4,Male,2,1,Research Scientist,3,Single,3230,Upto 5k,1,False,17,3,1,0,3,4,4,3,2,1,0,3.0,Medium,False,,
RM1424,22,18-25,False,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,1,Research Scientist,3,Single,3375,Upto 5k,0,False,12,3,4,0,4,2,4,3,2,1,2,3.8,High,False,,
RM517,23,18-25,False,Travel_Rarely,Research & Development,4,3,Medical,1,Male,4,1,Research Scientist,1,Married,2819,Upto 5k,2,False,16,3,1,1,5,3,4,3,2,0,2,1.8,Low,False,,
RM419,26,26-35,False,Travel_Rarely,Research & Development,23,3,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,2886,Upto 5k,1,False,22,4,2,2,3,3,1,3,2,0,2,2.0,Low,False,,
RM763,26,26-35,True,Travel_Frequently,Research & Development,2,3,Life Sciences,1,Male,3,1,Research Scientist,1,Married,2042,Upto 5k,6,True,14,3,2,1,6,2,3,3,2,1,2,1.8,Low,False,,
RM1170,27,26-35,False,Travel_Rarely,Research & Development,8,3,Medical,2,Female,4,1,Research Scientist,3,Married,3517,Upto 5k,7,False,17,3,1,0,5,0,3,3,2,0,2,2.2,Medium,False,,
RM324,28,26-35,True,Travel_Rarely,Research & Development,2,4,Medical,1,Male,1,1,Research Scientist,4,Married,3464,Upto 5k,5,True,13,3,4,0,5,4,2,3,2,2,2,2.8,Medium,False,,
RM828,28,26-35,False,Travel_Frequently,Research & Development,6,3,Life Sciences,3,Male,2,1,Research Scientist,3,Divorced,2703,Upto 5k,1,True,14,3,4,1,3,2,3,3,1,0,2,3.2,High,False,,
RM934,28,26-35,False,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Male,3,1,Research Scientist,1,Single,2080,Upto 5k,2,False,11,3,2,0,5,2,2,3,2,1,2,2.2,Medium,False,,
RM1308,28,26-35,False,Travel_Rarely,Research & Development,1,3,Medical,3,Female,3,1,Research Scientist,1,Married,3591,Upto 5k,1,False,25,4,3,1,3,3,3,3,2,1,2,2.5,Medium,False,,
RM372,29,26-35,False,Travel_Rarely,Research & Development,23,3,Life Sciences,4,Male,3,1,Research Scientist,4,Single,2201,Upto 5k,9,False,16,3,4,0,6,4,3,3,2,1,2,3.8,High,False,,
RM894,29,26-35,False,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Female,3,1,Research Scientist,4,Divorced,3760,Upto 5k,1,False,15,3,1,3,3,5,3,3,2,1,2,2.2,Medium,False,,
RM146,30,26-35,False,Travel_Rarely,Research & Development,5,3,Technical Degree,4,Female,3,1,Research Scientist,1,Divorced,3204,Upto 5k,5,False,14,3,4,1,8,3,3,3,2,2,,3.0,Medium,False,,
RM710,31,26-35,True,Non-Travel,Research & Development,9,2,Medical,3,Male,2,1,Research Scientist,1,Single,2321,Upto 5k,0,True,22,4,1,0,4,0,3,3,2,1,2,2.0,Low,False,,
RM1140,32,26-35,False,Travel_Rarely,Research & Development,5,4,Other,2,Female,4,1,Research Scientist,4,Married,3312,Upto 5k,3,False,17,3,4,2,6,3,3,3,2,0,2,3.2,High,False,,
RM177,33,26-35,False,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,3,1,Research Scientist,4,Single,2500,Upto 5k,0,False,14,3,1,0,4,2,4,3,1,0,2,3.0,Medium,False,,
RM222,33,26-35,False,Travel_Rarely,Research & Development,4,4,Medical,3,Female,2,1,Research Scientist,2,Married,2622,Upto 5k,6,False,21,4,4,0,7,3,3,3,2,1,1,3.0,Medium,False,,
RM674,33,26-35,False,Travel_Rarely,Research & Development,1,4,Other,3,Male,2,1,Research Scientist,1,Single,2799,Upto 5k,3,True,11,3,2,0,6,1,3,3,2,0,2,2.2,Medium,False,,
RM713,33,26-35,False,Travel_Rarely,Research & Development,13,1,Life Sciences,2,Female,3,1,Research Scientist,4,Single,3452,Upto 5k,3,False,18,3,1,0,5,4,3,3,2,0,2,2.5,Medium,False,,
RM182,34,26-35,False,Travel_Rarely,Research & Development,27,2,Medical,4,Female,3,1,Research Scientist,2,Single,2311,Upto 5k,2,False,15,3,4,0,9,3,3,3,2,1,2,3.2,High,False,,
RM069,35,26-35,False,Travel_Frequently,Research & Development,1,3,Medical,2,Male,3,1,Research Scientist,1,Married,2194,Upto 5k,4,False,13,3,4,1,5,2,2,3,2,1,2,2.2,Medium,False,,
RM925,35,26-35,False,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Male,3,1,Research Scientist,3,Married,3506,Upto 5k,0,True,14,3,4,0,4,3,3,3,2,2,2,3.2,High,False,,
RM249,37,36-45,False,Travel_Rarely,Research & Development,1,2,Medical,3,Female,2,1,Research Scientist,1,Married,3920,Upto 5k,2,False,14,3,1,1,17,2,2,3,1,0,,1.8,Low,False,,
RM020,38,36-45,False,Travel_Rarely,Research & Development,2,3,Life Sciences,4,Male,3,1,Research Scientist,4,Single,3944,Upto 5k,5,True,11,3,3,0,6,3,3,3,2,1,2,3.5,High,False,,
RM143,38,36-45,False,Travel_Rarely,Research & Development,3,5,Technical Degree,4,Female,3,2,Research Scientist,3,Single,4317,Upto 5k,3,True,20,4,2,0,19,2,3,3,2,2,,3.0,Medium,False,,
RM1046,40,36-45,False,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,1,Research Scientist,3,Divorced,2345,Upto 5k,2,False,14,3,3,1,8,3,4,3,1,1,2,3.2,High,False,,
RM254,42,36-45,False,Travel_Rarely,Research & Development,17,2,Life Sciences,4,Female,4,2,Research Scientist,1,Single,6545,5k-10k,3,True,13,3,3,0,10,1,3,3,2,0,,2.8,Medium,False,,
RM131,43,36-45,False,Travel_Frequently,Research & Development,28,3,Medical,2,Female,4,1,Research Scientist,3,Single,4739,Upto 5k,4,False,12,3,4,0,18,2,3,3,2,1,2,3.0,Medium,False,,
RM1294,43,36-45,False,Non-Travel,Research & Development,9,3,Life Sciences,1,Male,3,1,Research Scientist,3,Single,2438,Upto 5k,4,False,13,3,3,0,7,2,2,3,2,1,2,2.2,Medium,False,,
RM855,45,36-45,False,Travel_Rarely,Research & Development,7,3,Medical,1,Female,3,1,Research Scientist,3,Married,4477,Upto 5k,4,True,19,3,3,1,7,2,2,3,2,0,2,2.2,Medium,False,,
RM1024,56,55+,False,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,3,1,Research Scientist,1,Married,2066,Upto 5k,2,False,22,4,4,1,5,3,4,3,2,1,0,2.5,Medium,False,,
RM097,24,18-25,False,Travel_Rarely,Sales,3,2,Other,1,Female,3,2,Sales Executive,3,Married,4999,Upto 5k,0,False,21,4,1,1,4,2,2,3,2,0,2,1.8,Low,True,Рівень посади: 2; Стаж на посаді: 2; Задоволеність: 1.8; Наявність понаднормової праці: False,"Спеціалісти Sales Executive 2 рівня часто покидають компанію після 2 років роботи. Варто дізнатися, чи задоволений працівник, та перевірити робоче навантаження."
RM518,25,18-25,False,Travel_Rarely,Sales,8,3,Life Sciences,4,Male,4,2,Sales Executive,2,Married,4851,Upto 5k,0,False,22,4,3,1,4,4,3,3,2,1,2,3.0,Medium,False,,
RM994,25,18-25,False,Travel_Rarely,Sales,18,1,Life Sciences,1,Male,4,2,Sales Executive,3,Married,6232,5k-10k,2,False,11,3,2,0,6,3,2,3,2,1,2,2.0,Low,True,Рівень посади: 2; Стаж на посаді: 2; Задоволеність: 2.0; Наявність понаднормової праці: False,"Спеціалісти Sales Executive 2 рівня часто покидають компанію після 2 років роботи. Варто дізнатися, чи задоволений працівник, та перевірити робоче навантаження."
RM255,29,26-35,False,Travel_Rarely,Sales,20,2,Marketing,4,Male,3,2,Sales Executive,4,Divorced,6931,5k-10k,2,False,14,3,4,1,10,2,3,3,2,0,,3.8,High,False,,
RM1014,30,26-35,False,Travel_Rarely,Sales,7,4,Marketing,4,Female,3,2,Sales Executive,1,Divorced,4779,Upto 5k,7,False,14,3,2,2,8,3,3,3,2,0,2,2.5,Medium,False,,
RM483,31,26-35,True,Travel_Rarely,Sales,13,4,Medical,2,Male,3,2,Sales Executive,1,Divorced,4233,Upto 5k,2,False,17,3,3,0,9,2,1,3,1,1,2,1.8,Low,False,,
RM1307,31,26-35,False,Travel_Frequently,Sales,7,4,Marketing,1,Female,3,3,Sales Executive,1,Married,9637,5k-10k,2,False,14,3,4,2,9,3,3,3,2,2,2,2.2,Medium,False,,
RM242,32,26-35,False,Non-Travel,Sales,26,4,Marketing,3,Male,3,2,Sales Executive,4,Married,4465,Upto 5k,0,False,18,3,1,0,4,2,3,3,2,2,2,2.8,Medium,False,,
RM992,32,26-35,False,Travel_Rarely,Sales,2,1,Marketing,3,Male,3,2,Sales Executive,2,Married,4078,Upto 5k,0,True,13,3,1,3,4,3,2,3,2,1,2,2.0,Low,True,Рівень посади: 2; Стаж на посаді: 2; Задоволеність: 2.0; Наявність понаднормової праці: True,"Спеціалісти Sales Executive 2 рівня часто покидають компанію після 2 років роботи. Варто дізнатися, чи задоволений працівник, та перевірити робоче навантаження."
RM592,33,26-35,True,Travel_Rarely,Sales,16,3,Marketing,1,Female,3,2,Sales Executive,1,Single,5324,5k-10k,5,False,15,3,3,0,6,3,3,3,2,0,2,2.0,Low,False,,
RM803,33,26-35,False,Travel_Frequently,Sales,7,3,Life Sciences,4,Female,3,2,Sales Executive,2,Married,4302,Upto 5k,0,False,17,3,3,1,4,3,3,3,2,0,2,3.0,Medium,False,,
RM394,34,26-35,False,Non-Travel,Sales,4,4,Marketing,3,Female,3,2,Sales Executive,3,Married,6538,5k-10k,9,False,15,3,1,1,6,3,3,3,2,1,2,2.5,Medium,False,,
RM584,34,26-35,False,Travel_Rarely,Sales,8,2,Life Sciences,3,Female,3,2,Sales Executive,1,Married,6500,5k-10k,5,False,17,3,2,1,6,1,3,3,2,1,2,2.2,Medium,True,Рівень посади: 2; Стаж на посаді: 2; Задоволеність: 2.2; Наявність понаднормової праці: False,"Спеціалісти Sales Executive 2 рівня часто покидають компанію після 2 років роботи. Варто дізнатися, чи задоволений працівник, та перевірити робоче навантаження."
RM918,34,26-35,False,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,2,Sales Executive,1,Single,4538,Upto 5k,0,True,12,3,4,0,4,3,3,3,2,0,2,2.8,Medium,True,Рівень посади: 2; Стаж на посаді: 2; Задоволеність: 2.8; Наявність понаднормової праці: True,"Спеціалісти Sales Executive 2 рівня часто покидають компанію після 2 років роботи. Варто дізнатися, чи задоволений працівник, та перевірити робоче навантаження."
RM1020,36,36-45,False,Travel_Rarely,Sales,16,4,Marketing,3,Female,2,2,Sales Executive,1,Married,5647,5k-10k,4,False,13,3,1,2,11,3,2,3,2,0,2,1.8,Low,True,Рівень посади: 2; Стаж на посаді: 2; Задоволеність: 1.8; Наявність понаднормової праці: False,"Спеціалісти Sales Executive 2 рівня часто покидають компанію після 2 років роботи. Варто дізнатися, чи задоволений працівник, та перевірити робоче навантаження."
RM487,37,36-45,False,Travel_Rarely,Sales,2,3,Marketing,4,Male,3,2,Sales Executive,3,Married,9602,5k-10k,4,True,11,3,3,1,17,3,2,3,0,1,0,3.0,Medium,False,,
RM1121,38,36-45,False,Travel_Rarely,Sales,16,3,Life Sciences,2,Female,3,2,Sales Executive,2,Single,4198,Upto 5k,2,False,12,3,2,0,8,5,4,3,2,1,2,2.5,Medium,False,,
RM1367,39,36-45,False,Non-Travel,Sales,21,4,Life Sciences,1,Female,1,2,Sales Executive,3,Married,5736,5k-10k,6,False,19,3,3,1,10,1,3,3,2,1,2,2.5,Medium,False,,
RM434,46,46-55,False,Travel_Rarely,Sales,10,3,Marketing,3,Female,2,3,Sales Executive,4,Married,9071,5k-10k,2,True,19,3,3,1,15,3,3,3,2,1,2,3.2,High,False,,
RM1462,50,46-55,True,Travel_Rarely,Sales,28,3,Marketing,4,Male,2,3,Sales Executive,1,Divorced,10854,10k-15k,4,True,13,3,2,1,20,3,3,3,2,2,0,2.5,Medium,False,,
RM358,21,18-25,True,Travel_Frequently,Sales,1,1,Technical Degree,1,Female,2,1,Sales Representative,2,Single,2174,Upto 5k,1,True,11,3,3,0,3,3,3,3,2,1,2,2.2,Medium,False,,
RM363,21,18-25,False,Non-Travel,Sales,9,2,Medical,1,Male,3,1,Sales Representative,4,Single,2610,Upto 5k,1,False,24,4,3,0,3,3,2,3,2,2,,2.5,Medium,False,,
RM497,21,18-25,False,Travel_Rarely,Sales,22,1,Technical Degree,3,Male,3,1,Sales Representative,3,Single,3447,Upto 5k,1,False,11,3,3,0,3,2,3,3,2,1,2,3.0,Medium,False,,
RM1214,23,18-25,True,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,3,1,Sales Representative,4,Divorced,2275,Upto 5k,1,True,21,4,2,1,3,2,3,3,2,0,2,3.0,Medium,False,,
RM1022,25,18-25,True,Travel_Rarely,Sales,9,2,Life Sciences,1,Male,2,1,Sales Representative,1,Married,4400,Upto 5k,3,False,12,3,1,0,6,2,3,3,2,2,2,1.5,Low,False,,
RM1057,28,26-35,True,Travel_Frequently,Sales,1,3,Technical Degree,1,Male,3,1,Sales Representative,3,Married,2909,Upto 5k,3,False,15,3,4,1,5,3,4,3,2,1,2,3.0,Medium,False,,
RM646,29,26-35,True,Travel_Rarely,Sales,1,3,Medical,2,Female,2,1,Sales Representative,3,Divorced,2800,Upto 5k,6,True,19,3,3,3,5,3,3,3,2,0,2,2.8,Medium,False,,
RM698,29,26-35,False,Travel_Frequently,Sales,20,3,Technical Degree,3,Female,3,1,Sales Representative,4,Married,2157,Upto 5k,1,False,15,3,2,1,3,5,3,3,1,0,2,3.0,Medium,False,,
RM438,30,26-35,False,Travel_Rarely,Sales,7,1,Marketing,4,Male,3,1,Sales Representative,2,Single,2983,Upto 5k,0,False,14,3,1,0,4,3,3,3,2,1,2,2.5,Medium,False,,
RM953,31,26-35,True,Travel_Frequently,Sales,1,3,Life Sciences,4,Female,3,1,Sales Representative,2,Single,2302,Upto 5k,1,True,11,3,1,0,3,2,4,3,2,2,2,2.8,Medium,False,,
RM581,35,26-35,False,Travel_Rarely,Sales,8,4,Life Sciences,1,Female,3,1,Sales Representative,4,Married,2572,Upto 5k,1,False,16,3,2,1,3,1,2,3,2,0,2,2.2,Medium,False,,
RM1103,36,36-45,False,Travel_Rarely,Sales,2,4,Life Sciences,3,Male,3,1,Sales Representative,4,Single,2644,Upto 5k,3,True,21,4,4,0,7,3,2,3,2,1,2,3.2,High,False,,
RM666,47,46-55,False,Travel_Rarely,Sales,2,4,Life Sciences,4,Female,2,1,Sales Representative,4,Single,3294,Upto 5k,1,True,18,3,1,0,3,3,2,3,2,1,2,2.8,Medium,False,,
RM037,50,46-55,True,Travel_Rarely,Sales,3,2,Marketing,1,Male,2,1,Sales Representative,3,Married,2683,Upto 5k,1,True,14,3,3,0,3,2,3,3,2,0,2,2.5,Medium,False,,
RM1408,24,18-25,False,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,2,2,Healthcare Representative,3,Single,4617,Upto 5k,1,False,12,3,2,0,4,2,2,4,3,1,2,2.2,Medium,False,,
RM054,35,26-35,False,Non-Travel,Research & Development,11,2,Medical,3,Male,2,3,Healthcare Representative,1,Married,9884,5k-10k,2,True,13,3,3,1,10,3,3,4,0,2,3,2.5,Medium,False,,
RM768,37,36-45,False,Travel_Rarely,Research & Development,3,3,Other,4,Female,3,2,Healthcare Representative,2,Single,4107,Upto 5k,3,False,15,3,1,0,8,3,2,4,3,0,1,2.2,Medium,False,,
RM606,38,36-45,False,Travel_Frequently,Research & Development,12,3,Life Sciences,1,Male,2,2,Healthcare Representative,1,Divorced,6288,5k-10k,2,False,15,3,3,1,13,3,2,4,3,1,2,1.8,Low,False,,
RM032,44,36-45,False,Travel_Rarely,Research & Development,10,4,Other,4,Male,3,2,Healthcare Representative,4,Married,6465,5k-10k,2,True,13,3,4,0,9,5,4,4,2,1,3,4.0,High,False,,
RM1363,45,36-45,False,Travel_Frequently,Research & Development,1,4,Medical,2,Male,3,2,Healthcare Representative,3,Single,5399,5k-10k,4,False,12,3,3,0,12,3,3,4,2,0,3,2.8,Medium,False,,
RM210,46,46-55,False,Travel_Rarely,Research & Development,1,4,Medical,4,Male,3,3,Healthcare Representative,1,Divorced,9396,5k-10k,7,False,16,3,3,1,17,3,3,4,2,0,,2.8,Medium,False,,
RM368,50,46-55,False,Travel_Rarely,Research & Development,10,3,Technical Degree,4,Male,2,3,Healthcare Representative,4,Single,10496,10k-15k,6,False,15,3,4,0,20,2,3,4,3,1,3,3.8,High,False,,
RM1204,53,46-55,False,Travel_Rarely,Research & Development,24,4,Medical,2,Male,4,3,Healthcare Representative,4,Married,7005,5k-10k,3,False,15,3,3,0,11,2,3,4,3,1,2,3.0,Medium,False,,
RM1247,30,26-35,True,Travel_Frequently,Human Resources,8,3,Human Resources,3,Female,2,1,Human Resources,4,Divorced,2180,Upto 5k,6,False,11,3,3,1,6,0,2,4,2,1,2,3.0,Medium,False,,
RM656,33,26-35,False,Travel_Rarely,Human Resources,3,2,Human Resources,4,Male,3,1,Human Resources,2,Divorced,2277,Upto 5k,3,True,11,3,3,1,7,4,4,4,3,0,3,3.2,High,True,Стаж на посаді: 3; Вік: 33; Дохід: 2277; Працює понаднормово,Працівники 2-3 років стажу на посаді Human Resources схильні до відтоку за наявності понаднормової праці. Варто перевірити робоче навантаження та можливість компенсації.
RM879,42,36-45,False,Non-Travel,Human Resources,2,5,Medical,4,Male,4,2,Human Resources,1,Married,6272,5k-10k,7,False,16,3,1,1,10,3,4,4,3,0,3,2.5,Medium,False,,
RM080,46,46-55,False,Travel_Rarely,Human Resources,5,2,Medical,2,Male,3,2,Human Resources,2,Divorced,5021,5k-10k,8,True,22,4,4,1,16,2,3,4,2,0,2,2.8,Medium,False,,
RM735,22,18-25,False,Travel_Rarely,Research & Development,8,1,Life Sciences,2,Male,1,1,Laboratory Technician,1,Married,2451,Upto 5k,1,False,15,3,1,1,4,3,2,4,3,1,1,1.5,Low,False,,
RM551,23,18-25,False,Travel_Rarely,Research & Development,9,1,Medical,2,Male,3,1,Laboratory Technician,1,Married,2500,Upto 5k,1,False,14,3,4,1,5,2,4,4,3,0,2,2.8,Medium,False,,
RM1083,23,18-25,False,Travel_Rarely,Research & Development,20,1,Life Sciences,1,Male,3,2,Laboratory Technician,3,Single,2272,Upto 5k,0,False,14,3,2,0,5,2,3,4,3,1,2,2.2,Medium,False,,
RM842,24,18-25,False,Travel_Rarely,Research & Development,24,3,Medical,4,Male,3,1,Laboratory Technician,2,Single,3597,Upto 5k,8,False,22,4,4,0,6,2,3,4,3,1,2,3.2,High,False,,
RM015,28,26-35,True,Travel_Rarely,Research & Development,24,3,Life Sciences,3,Male,2,1,Laboratory Technician,3,Single,2028,Upto 5k,5,True,14,3,2,0,6,4,3,4,2,0,3,2.8,Medium,False,,
RM794,28,26-35,False,Travel_Rarely,Research & Development,15,2,Life Sciences,1,Male,3,1,Laboratory Technician,3,Divorced,2207,Upto 5k,1,False,16,3,4,1,4,5,2,4,2,2,2,2.5,Medium,False,,
RM922,28,26-35,False,Travel_Frequently,Research & Development,1,4,Medical,4,Male,3,1,Laboratory Technician,3,Single,2154,Upto 5k,0,True,11,3,3,0,5,2,2,4,2,0,2,3.0,Medium,False,,
RM1391,28,26-35,True,Travel_Rarely,Research & Development,17,3,Technical Degree,3,Male,2,1,Laboratory Technician,4,Divorced,2367,Upto 5k,5,False,12,3,1,1,6,2,2,4,1,0,3,2.5,Medium,False,,
RM658,29,26-35,False,Travel_Rarely,Research & Development,7,1,Medical,1,Female,2,1,Laboratory Technician,4,Divorced,2532,Upto 5k,6,False,14,3,3,3,8,5,3,4,3,0,3,2.8,Medium,False,,
RM1460,29,26-35,False,Travel_Rarely,Research & Development,13,2,Other,4,Male,2,2,Laboratory Technician,2,Married,4025,Upto 5k,4,True,13,3,1,1,10,2,3,4,3,0,3,2.5,Medium,False,,
RM400,31,26-35,False,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,2,1,Laboratory Technician,1,Married,2218,Upto 5k,1,False,12,3,3,1,4,3,3,4,2,3,2,2.8,Medium,False,,
RM437,33,26-35,True,Travel_Rarely,Research & Development,10,1,Medical,1,Male,1,1,Laboratory Technician,4,Divorced,3408,Upto 5k,7,False,13,3,1,3,8,2,3,4,3,1,3,2.2,Medium,False,,
RM1470,34,26-35,False,Travel_Rarely,Research & Development,8,3,Medical,2,Male,4,2,Laboratory Technician,3,Married,4404,Upto 5k,2,False,12,3,1,0,6,3,4,4,3,1,2,2.5,Medium,False,,
